beta,day,prop_infected
0.7000000000000001,96,1.0505843695577207e-07
0.7000000000000001,97,8.573564405932284e-08
0.7000000000000001,98,6.996678094459094e-08
0.7000000000000001,99,5.7098193863973366e-08
0.72,0,0.0005
0.72,1,0.00111964
0.72,2,0.001988259458245376
0.72,3,0.003248112159453837
0.72,4,0.005110361684023269
0.72,5,0.007888645922569534
0.72,6,0.012046340473678845
0.72,7,0.018260150596115417
0.72,8,0.027498732806552642
0.72,9,0.0411036211072193
0.72,10,0.060833032092998375
0.72,11,0.08877671413860194
0.72,12,0.1269692195560524
0.72,13,0.17646194470190418
0.72,14,0.23572376440706455
0.72,15,0.29883847008026543
0.72,16,0.3551338713287815
0.72,17,0.39236833882315414
0.72,18,0.4029354503944221
0.72,19,0.38796698132306107
0.72,20,0.35523350093390227
0.72,21,0.31379352450775383
0.72,22,0.2705018743823929
0.72,23,0.22939323355881
0.72,24,0.19238722629311164
0.72,25,0.1601226429510564
0.72,26,0.13255311620147306
0.72,27,0.10930547226389355
0.72,28,0.08987841245549547
0.72,29,0.07374672335492907
0.72,30,0.06041254159348353
0.72,31,0.04942779436762016
0.72,32,0.040401343684692406
0.72,33,0.032998315260384825
0.72,34,0.026935714288405535
0.72,35,0.021976551415905453
0.72,36,0.017923656553457873
0.72,37,0.014613775973935279
0.72,38,0.011912225494817227
0.72,39,0.009708196157096852
0.72,40,0.00791071524410615
0.72,41,0.006445218777221875
0.72,42,0.005250671233359575
0.72,43,0.004277162329855159
0.72,44,0.00348391250058121
0.72,45,0.0028376242288058046
0.72,46,0.0023111234867479844
0.72,47,0.0018822429306761574
0.72,48,0.0015329055661990896
0.72,49,0.0012483740210186695
0.72,50,0.0010166362245742834
0.72,51,0.0008279031852440374
0.72,52,0.0006741987214752585
0.72,53,0.0005490245148057
0.72,54,0.0004470867904964597
0.72,55,0.00036407337511381113
0.72,56,0.0002964719040447043
0.72,57,0.00024142162206053767
0.72,58,0.00019659259472115198
0.72,59,0.0001600872775093992
0.72,60,0.00013036031541949688
0.72,61,0.0001061532038646834
0.72,62,8.644106192742823e-05
0.72,63,7.038927582447216e-05
0.72,64,5.7318184413841886e-05
0.72,65,4.667431646738892e-05
0.72,66,3.8006965119876746e-05
0.72,67,3.0949109754617664e-05
0.72,68,2.5201878916476415e-05
0.72,69,2.0521897285899094e-05
0.72,70,1.6710981542665886e-05
0.72,71,1.3607749194502213e-05
0.72,72,1.108078530759957e-05
0.72,73,9.023077952131996e-06
0.72,74,7.347486838701365e-06
0.72,75,5.98305333254504e-06
0.72,76,4.871995634897479e-06
0.72,77,3.967261917869301e-06
0.72,78,3.2305378152873295e-06
0.72,79,2.630623905058128e-06
0.72,80,2.1421144818302423e-06
0.72,81,1.7443216743976437e-06
0.72,82,1.42039934996248e-06
0.72,83,1.1566297065451553e-06
0.72,84,9.418423434522151e-07
0.72,85,7.669412093288342e-07
0.72,86,6.245193953720947e-07
0.72,87,5.085454611349935e-07
0.72,88,4.1410800948771625e-07
0.72,89,3.372076939676063e-07
0.72,90,2.7458785037982287e-07
0.72,91,2.2359658015494842e-07
0.72,92,1.820744448854746e-07
0.72,93,1.482630160487457e-07
0.72,94,1.2073040710627216e-07
0.72,95,9.831063434732994e-08
0.72,96,8.005423847300856e-08
0.72,97,6.518807579489236e-08
0.72,98,5.308257624485991e-08
0.72,99,4.322508160360459e-08
0.74,0,0.0005
0.74,1,0.00113963
0.74,2,0.002049344396473388
0.74,3,0.0033879836114319587
0.74,4,0.005394654772234627
0.74,5,0.008429194141346456
0.74,6,0.013029713337164933
0.74,7,0.0199904524641674
0.74,8,0.03045754560749586
0.74,9,0.046023825251540834
0.74,10,0.06876507648111542
0.74,11,0.10108482944959088
0.74,12,0.14512472735137527
0.74,13,0.20143536540135604
0.74,14,0.26686783165306727
0.74,15,0.3326782144029419
0.74,16,0.3853854356729305
0.74,17,0.4124504264599489
0.74,18,0.40964460243805123
0.74,19,0.3827137491728755
0.74,20,0.34198481762686966
0.74,21,0.2965312750099464
0.74,22,0.25208687525061213
0.74,23,0.2115327864316709
0.74,24,0.17595957727525213
0.74,25,0.14549234503933162
0.74,26,0.11979205115459886
0.74,27,0.09833046093327116
0.74,28,0.08053227388599835
0.74,29,0.06584436451242247
0.74,30,0.05376623015134322
0.74,31,0.043860267250990494
0.74,32,0.03575190570648365
0.74,33,0.029124970620938266
0.74,34,0.023715121026301883
0.74,35,0.019302847926998233
0.74,36,0.015706769940667352
0.74,37,0.012777560629704747
0.74,38,0.01039262463538961
0.74,39,0.008451526544553722
0.74,40,0.006872120886012528
0.74,41,0.005587307934163176
0.74,42,0.00454233350516863
0.74,43,0.003692553403001355
0.74,44,0.003001589938947729
0.74,45,0.002439816402270566
0.74,46,0.001983114084363697
0.74,47,0.0016118547224189053
0.74,48,0.001310068692310127
0.74,49,0.0010647658257139433
0.74,50,0.0008653813550155371
0.74,51,0.000703324264003256
0.74,52,0.0005716093325914529
0.74,53,0.00046455750766539983
0.74,54,0.00037755200504025225
0.74,55,0.00030683983728444603
0.74,56,0.0002493703467905067
0.74,57,0.00020266387070359197
0.74,58,0.0001647049319910967
0.74,59,0.00013385538790934405
0.74,60,0.00010878381430289152
0.74,61,8.84080955924946e-05
0.74,62,7.184875414683417e-05
0.74,63,5.8391012230991824e-05
0.74,64,4.745395399258189e-05
0.74,65,3.856545966347025e-05
0.74,66,3.1341832160523646e-05
0.74,67,2.5471238061341545e-05
0.74,68,2.0700249084685266e-05
0.74,69,1.6822903716405413e-05
0.74,70,1.3671817194087852e-05
0.74,71,1.1110956345107654e-05
0.74,72,9.029767548453699e-06
0.74,73,7.338404442003117e-06
0.74,74,5.963849431625136e-06
0.74,75,4.84676161689621e-06
0.74,76,3.938915089977877e-06
0.74,77,3.2011170391427024e-06
0.74,78,2.6015157941608743e-06
0.74,79,2.1142257797502506e-06
0.74,80,1.7182100211358314e-06
0.74,81,1.3963719623313936e-06
0.74,82,1.1348173925541312e-06
0.74,83,9.222546189870804e-07
0.74,84,7.495069917345305e-07
0.74,85,6.091167367858493e-07
0.74,86,4.95022994415581e-07
0.74,87,4.02300163816125e-07
0.74,88,3.2694525814398147e-07
0.74,89,2.657050899310644e-07
0.74,90,2.1593582629510709e-07
0.74,91,1.754888508006324e-07
0.74,92,1.4261800449648521e-07
0.74,93,1.1590420161208635e-07
0.74,94,9.419416547497104e-08
0.74,95,7.655063979708825e-08
0.74,96,6.221192588225194e-08
0.74,97,5.055899891863357e-08
0.74,98,4.108878371909443e-08
0.74,99,3.339243618380418e-08
0.76,0,0.0005
0.76,1,0.00115962
0.76,2,0.0021112257220845124
0.76,3,0.0035315184991547076
0.76,4,0.00569015246390699
0.76,5,0.008998179306310696
0.76,6,0.014077609076647072
0.76,7,0.02185596833760698
0.76,8,0.03368179448536862
0.76,9,0.051433528439516256
0.76,10,0.0775389059506462
0.76,11,0.11471564571797277
0.76,12,0.16509965702053286
0.76,13,0.22839707134505086
0.76,14,0.29923773783792285
0.76,15,0.36555573644769934
0.76,16,0.41153166066717295
0.76,17,0.42605930726375707
0.76,18,0.4097585431530802
0.76,19,0.3726313524962105
0.76,20,0.32617986423041334
0.76,21,0.27856259850769416
0.76,22,0.2341684980310006
0.76,23,0.19483606947238724
0.76,24,0.160999946709722
0.76,25,0.13241242246304225
0.76,26,0.1085376060647042
0.76,27,0.08875257455435408
0.76,28,0.07244449074818785
0.76,29,0.0590536015129969
0.76,30,0.048088674708752985
0.76,31,0.039128791777950915
0.76,32,0.0318187607296404
0.76,33,0.025861922391539786
0.76,34,0.021012278693763653
0.76,35,0.0170668916966046
0.76,36,0.013858980578370848
0.76,37,0.011251868723850568
0.76,38,0.009133791688236158
0.76,39,0.007413508299487977
0.76,40,0.00601662817549267
0.76,41,0.004882561021276862
0.76,42,0.003961995964755884
0.76,43,0.0032148271761497952
0.76,44,0.0026084519561761924
0.76,45,0.002116377690004865
0.76,46,0.0017170836946895647
0.76,47,0.0013930926516042988
0.76,48,0.0011302138854607496
0.76,49,0.0009169272393644287
0.76,50,0.0007438817816855491
0.76,51,0.000603488175354734
0.76,52,0.0004895873611155169
0.76,53,0.0003971813666615941
0.76,54,0.00032221465697560936
0.76,55,0.0002613965789706334
0.76,56,0.0002120572046624377
0.76,57,0.00017203030872543263
0.76,58,0.0001395583849086733
0.76,59,0.00011321555856382623
0.76,60,9.184502857683493e-05
0.76,61,7.450830359087284e-05
0.76,62,6.0444011124192766e-05
0.76,63,4.903447581360347e-05
0.76,64,3.9778602388236214e-05
0.76,65,3.226987467172442e-05
0.76,66,2.61785058139399e-05
0.76,67,2.1236956756370515e-05
0.76,68,1.7228187528652612e-05
0.76,69,1.3976125778119055e-05
0.76,70,1.1337934170675706e-05
0.76,71,9.197737213840835e-06
0.76,72,7.461532089721283e-06
0.76,73,6.053060048091964e-06
0.76,74,4.910457072267689e-06
0.76,75,3.983536739969805e-06
0.76,76,3.231585957162807e-06
0.76,77,2.6215767618041065e-06
0.76,78,2.1267156642804217e-06
0.76,79,1.7252668135201456e-06
0.76,80,1.399597302789458e-06
0.76,81,1.1354026847688558e-06
0.76,82,9.210786798937484e-07
0.76,83,7.472114825760349e-07
0.76,84,6.061642787015725e-07
0.76,85,4.917418134309152e-07
0.76,86,3.9891827637070955e-07
0.76,87,3.2361655216819445e-07
0.76,88,2.625291406394638e-07
0.76,89,2.1297288075261453e-07
0.76,90,1.7277109752901182e-07
0.76,91,1.4015799540817648e-07
0.76,92,1.1370109874498027e-07
0.76,93,9.223833278768469e-08
0.76,94,7.482698153722518e-08
0.76,95,6.070228055581462e-08
0.76,96,4.9243825989018884e-08
0.76,97,3.994832437760569e-08
0.76,98,3.240748634276077e-08
0.76,99,2.6290093163443304e-08
0.78,0,0.0005
0.78,1,0.00117961
0.78,2,0.0021739033871507243
0.78,3,0.0036787635588660557
0.78,4,0.005997140893782183
0.78,5,0.009596684677058981
0.78,6,0.015193259595110553
0.78,7,0.02386493573614721
0.78,8,0.03718993219852572
0.78,9,0.05736893553099079
0.78,10,0.08721410097908298
0.78,11,0.1297397462884804
0.78,12,0.1869079246547063
0.78,13,0.2571353827144791
0.78,14,0.33216402562072056
0.78,15,0.39632943027216294
0.78,16,0.4325321813495727
0.78,17,0.4331023581282214
0.78,18,0.404270458523163
0.78,19,0.3591439000405115
0.78,20,0.30905088038840445
0.78,21,0.2607076646335148
0.78,22,0.2171893032369666
0.78,23,0.17947506961727905
0.78,24,0.1475089244015902
0.78,25,0.1207844146994663
0.78,26,0.09864011575430387
0.78,27,0.08040092248759356
0.78,28,0.06544095001865703
0.78,29,0.05320738484380613
0.78,30,0.04322531732194407
0.78,31,0.0350937318062401
0.78,32,0.028477818717428813
0.78,33,0.02310020189926247
0.78,34,0.01873234276866409
0.78,35,0.015186689315123873
0.78,36,0.012309778667278429
0.78,37,0.009976319771815935
0.78,38,0.008084195182317483
0.78,39,0.006550283875689678
0.78,40,0.0053069964571495105
0.78,41,0.004299416991890996
0.78,42,0.00348295485127164
0.78,43,0.0028214215025081
0.78,44,0.0022854590528139348
0.78,45,0.0018512585549164224
0.78,46,0.0014995161337802909
0.78,47,0.0012145837583648613
0.78,48,0.0009837789757505826
0.78,49,0.0007968242468633467
0.78,50,0.0006453918055835319
0.78,51,0.0005227343461396161
0.78,52,0.00042338546135370624
0.78,53,0.00034291672822905184
0.78,54,0.0002777407745405367
0.78,55,0.00022495165257780728
0.78,56,0.00018219547205781548
0.78,57,0.00014756556895116803
0.78,58,0.0001195175650553078
0.78,59,9.680054969071198e-05
0.78,60,7.840132703625438e-05
0.78,61,6.349925084326854e-05
0.78,62,5.1429637530336084e-05
0.78,63,4.1654129346977144e-05
0.78,64,3.373668802687529e-05
0.78,65,2.7324149666825792e-05
0.78,66,2.2130474478284746e-05
0.78,67,1.7923989514719845e-05
0.78,68,1.451705574984229e-05
0.78,69,1.175769887087386e-05
0.78,70,9.522830646036539e-06
0.78,71,7.712758610800632e-06
0.78,72,6.2467392429388425e-06
0.78,73,5.059376315747193e-06
0.78,74,4.097703801800907e-06
0.78,75,3.318823223843978e-06
0.78,76,2.6879900742407214e-06
0.78,77,2.1770639512982366e-06
0.78,78,1.7632532820953129e-06
0.78,79,1.4280986401959296e-06
0.78,80,1.1566493084645624e-06
0.78,81,9.367963565776294e-07
0.78,82,7.587324840577308e-07
0.78,83,6.145145340489139e-07
0.78,84,4.977091627583904e-07
0.78,85,4.031058587559444e-07
0.78,86,3.2648451057812375e-07
0.78,87,2.644271543236789e-07
0.78,88,2.141655036784155e-07
0.78,89,1.7345746097453474e-07
0.78,90,1.4048710066809972e-07
0.78,91,1.1378366367335732e-07
0.78,92,9.215594902917565e-08
0.78,93,7.463917621873267e-08
0.78,94,6.045194775683962e-08
0.78,95,4.89613922145715e-08
0.78,96,3.965493276631371e-08
0.78,97,3.2117421897934705e-08
0.78,98,2.6012622290554136e-08
0.78,99,2.1068207770353632e-08
0.8,0,0.0005
0.8,1,0.0011996
0.8,2,0.0022373773437440003
0.8,3,0.0038297654955670533
0.8,4,0.006315909465596017
0.8,5,0.01022581820763898
0.8,6,0.016380002410614238
0.8,7,0.026025918179022937
0.8,8,0.04100115859148726
0.8,9,0.06386729565863913
0.8,10,0.09784947733667776
0.8,11,0.1462165688875897
0.8,12,0.21052049836316297
0.8,13,0.28733719082119275
0.8,14,0.3648472700877417
0.8,15,0.4238802468906855
0.8,16,0.44771994491298406
0.8,17,0.43401395802705983
0.8,18,0.3944078342594454
0.8,19,0.34353117139708156
0.8,20,0.29152454398900524
0.8,21,0.24349829363045009
0.8,22,0.20138265751829915
0.8,23,0.16549115288113353
0.8,24,0.13541615779247973
0.8,25,0.11047938507069381
0.8,26,0.08994507778769709
0.8,27,0.07311507954140341
0.8,28,0.05936645161303801
0.8,29,0.048161621011762405
0.8,30,0.03904584843385202
0.8,31,0.031639332627991394
0.8,32,0.025627554621843948
0.8,33,0.020751594984618184
0.8,34,0.016799206153807533
0.8,35,0.013596938133658018
0.8,36,0.011003373879742614
0.8,37,0.008903415081673678
0.8,38,0.007203509682049121
0.8,39,0.005827697416070621
0.8,40,0.004714351812150536
0.8,41,0.0038135072514638903
0.8,42,0.003084672923516149
0.8,43,0.0024950492662199415
0.8,44,0.0020180754685665716
0.8,45,0.0016322482781513125
0.8,46,0.0013201625146781518
0.8,47,0.0010677323642262972
0.8,48,0.0008635598344743422
0.8,49,0.0006984228448277737
0.8,50,0.0005648604726480644
0.8,51,0.00045683703527829654
0.8,52,0.0003694701001373286
0.8,53,0.0002988103070311705
0.8,54,0.00024166316547431075
0.8,55,0.00019544484611538996
0.8,56,0.00015806549538765048
0.8,57,0.00012783482942656344
0.8,58,0.00010338575927439455
0.8,59,8.361260730165254e-05
0.8,60,6.762112974585648e-05
0.8,61,5.468809100106465e-05
0.8,62,4.422856519065252e-05
0.8,63,3.5769488672680205e-05
0.8,64,2.892826895090535e-05
0.8,65,2.3395483574627314e-05
0.8,66,1.892088721523378e-05
0.8,67,1.5302094484860352e-05
0.8,68,1.2375426922697594e-05
0.8,69,1.0008510353248834e-05
0.8,70,8.094287920908783e-06
0.8,71,6.546178091314329e-06
0.8,72,5.294158667633183e-06
0.8,73,4.281599734776912e-06
0.8,74,3.4627023063934036e-06
0.8,75,2.8004268376325517e-06
0.8,76,2.2648179183234636e-06
0.8,77,1.8316493772750662e-06
0.8,78,1.4813285186118583e-06
0.8,79,1.1980099303547986e-06
0.8,80,9.688787836461002e-07
0.8,81,7.835712066190306e-07
0.8,82,6.337055165319442e-07
0.8,83,5.125031077559867e-07
0.8,84,4.144818482639336e-07
0.8,85,3.3520811679444797e-07
0.8,86,2.7109626517633584e-07
0.8,87,2.192464353437432e-07
0.8,88,1.773133953691885e-07
0.8,89,1.4340046184755907e-07
0.8,90,1.1597371063631713e-07
0.8,91,9.379259561510677e-08
0.8,92,7.585383727677315e-08
0.8,93,6.13460431686625e-08
0.8,94,4.96130076153143e-08
0.8,95,4.012403072659063e-08
0.8,96,3.2449914185150816e-08
0.8,97,2.6243548074223275e-08
0.8,98,2.1224210664603113e-08
0.8,99,1.7164871021253046e-08
0.8200000000000001,0,0.0005
0.8200000000000001,1,0.00121959
0.8200000000000001,2,0.002301647543936316
0.8200000000000001,3,0.003984570982638609
0.8200000000000001,4,0.006646750831145399
0.8200000000000001,5,0.010886712607201738
0.8200000000000001,6,0.01764128129062585
0.8200000000000001,7,0.02834780470092027
0.8200000000000001,8,0.04513539141962606
0.8200000000000001,9,0.07096667564311897
0.8200000000000001,10,0.10950197803223433
0.8200000000000001,11,0.16419057165295164
0.8200000000000001,12,0.23585682663525245
0.8200000000000001,13,0.31858245941476515
0.8200000000000001,14,0.3963933378474286
0.8200000000000001,15,0.4472214323784486
0.8200000000000001,16,0.45687369362696745
0.8200000000000001,17,0.4296256634133856
0.8200000000000001,18,0.38142174881099355
0.8200000000000001,19,0.3268339319570799
0.8200000000000001,20,0.27424654017908595
0.8200000000000001,21,0.22724793778984223
0.8200000000000001,22,0.18684142353357738
0.8200000000000001,23,0.15284723294841362
0.8200000000000001,24,0.12461530406245752
0.8200000000000001,25,0.10135926152972805
0.8200000000000001,26,0.08230483683442368
0.8200000000000001,27,0.06675030926956775
0.8200000000000001,28,0.05408579158659816
0.8200000000000001,29,0.04379371974938885
0.8200000000000001,30,0.035441295439389765
0.8200000000000001,31,0.028670059139772656
0.8200000000000001,32,0.023185051833953977
0.8200000000000001,33,0.018744675973097556
0.8200000000000001,34,0.015151695093349116
0.8200000000000001,35,0.012245480332597465
0.8200000000000001,36,0.009895454728868904
0.8200000000000001,37,0.007995618160893486
0.8200000000000001,38,0.006460013409861927
0.8200000000000001,39,0.005218994122021689
0.8200000000000001,40,0.004216166293442229
0.8200000000000001,41,0.0034058898848477867
0.8200000000000001,42,0.0027512430021169256
0.8200000000000001,43,0.002222366119297874
0.8200000000000001,44,0.0017951173552821125
0.8200000000000001,45,0.0014499816062765933
0.8200000000000001,46,0.0011711863975394777
0.8200000000000001,47,0.0009459857833519572
0.8200000000000001,48,0.0007640806767838679
0.8200000000000001,49,0.0006171498242342685
0.8200000000000001,50,0.0004984704391112284
0.8200000000000001,51,0.0004026114418213861
0.8200000000000001,52,0.00032518546605506436
0.8200000000000001,53,0.0002626484097650514
0.8200000000000001,54,0.00021213743927215692
0.8200000000000001,55,0.0001713400851641476
0.8200000000000001,56,0.0001383884725182034
0.8200000000000001,57,0.00011177386599843026
0.8200000000000001,58,9.027763223359636e-05
0.8200000000000001,59,7.291546819662852e-05
0.8200000000000001,60,5.889234823320024e-05
0.8200000000000001,61,4.756613090816702e-05
0.8200000000000001,62,3.841816189107983e-05
0.8200000000000001,63,3.1029528492812864e-05
0.8200000000000001,64,2.506187963592112e-05
0.8200000000000001,65,2.024193369406088e-05
0.8200000000000001,66,1.634896524736429e-05
0.8200000000000001,67,1.3204698041437892e-05
0.8200000000000001,68,1.0665141513443318e-05
0.8200000000000001,69,8.613997178697871e-06
0.8200000000000001,70,6.957333013784498e-06
0.8200000000000001,71,5.619282008082178e-06
0.8200000000000001,72,4.5385679366582985e-06
0.8200000000000001,73,3.6656992766022555e-06
0.8200000000000001,74,2.960702777788695e-06
0.8200000000000001,75,2.391292906896731e-06
0.8200000000000001,76,1.931393340691758e-06
0.8200000000000001,77,1.5599428043344562e-06
0.8200000000000001,78,1.2599305705640597e-06
0.8200000000000001,79,1.0176174519673829e-06
0.8200000000000001,80,8.219066125954869e-07
0.8200000000000001,81,6.638353857862559e-07
0.8200000000000001,82,5.361648262936105e-07
0.8200000000000001,83,4.330482004216006e-07
0.8200000000000001,84,3.4976323274049156e-07
0.8200000000000001,85,2.824958476439533e-07
0.8200000000000001,86,2.2816550218460882e-07
0.8200000000000001,87,1.842841112834531e-07
0.8200000000000001,88,1.4884210476530277e-07
0.8200000000000001,89,1.202163981730334e-07
0.8200000000000001,90,9.709606285608181e-08
0.8200000000000001,91,7.842229136945938e-08
0.8200000000000001,92,6.333990887628395e-08
0.8200000000000001,93,5.1158209999153935e-08
0.8200000000000001,94,4.131932762753447e-08
0.8200000000000001,95,3.337268511688365e-08
0.8200000000000001,96,2.6954361906479583e-08
0.8200000000000001,97,2.1770427594901573e-08
0.8200000000000001,98,1.758348124931656e-08
0.8200000000000001,99,1.420177950981169e-08
0.84,0,0.0005
0.84,1,0.0012395800000000001
0.84,2,0.002366713939799648
0.84,3,0.004143226661464368
0.84,4,0.006989960868856466
0.84,5,0.011580525385156967
0.84,6,0.018980646719043474
0.84,7,0.030839807970149135
0.84,8,0.04961322775363308
0.84,9,0.07870568391189292
0.84,10,0.12222537590589372
0.84,11,0.18368699100704314
0.84,12,0.26277671598933705
0.84,13,0.3503454899131997
0.84,14,0.4258664927723987
0.84,15,0.4656038946295818
0.84,16,0.4602163900716272
0.84,17,0.4209904436705768
0.84,18,0.3664386310024968
0.84,19,0.309834535880111
0.84,20,0.2576340784648691
0.84,21,0.21211569553996099
0.84,22,0.17356937226106928
0.84,23,0.14146284276342141
0.84,24,0.11498563754750556
0.84,25,0.09328883831789903
0.84,26,0.07558418966103556
0.84,27,0.06117909947079317
0.84,28,0.049482820437876024
0.84,29,0.04000023163429095
0.84,30,0.03232092583992325
0.84,31,0.026107201114777365
0.84,32,0.021082580103845346
0.84,33,0.017021519356521776
0.84,34,0.013740504312181413
0.84,35,0.011090505172895155
0.84,36,0.008950672433519427
0.84,37,0.007223116749030107
0.84,38,0.005828614445340599
0.84,39,0.0047030908996626535
0.84,40,0.0037947507054181943
0.84,41,0.0030617416380654306
0.84,42,0.00247025681591653
0.84,43,0.0019929951528060382
0.84,44,0.0016079139012847381
0.84,45,0.0012972187800593964
0.84,46,0.0010465470154203368
0.84,47,0.0008443068142581997
0.84,48,0.0006811435519218715
0.84,49,0.0005495085182921535
0.84,50,0.0004433106162309921
0.84,51,0.00035763511969205333
0.84,52,0.0002885166212011501
0.84,53,0.0002327557540551575
0.84,54,0.00018777126683705277
0.84,55,0.00015148064230062057
0.84,56,0.0001222037598007466
0.84,57,9.85851579801415e-05
0.84,58,7.953130953935703e-05
0.84,59,6.41600110430234e-05
0.84,60,5.175954909675205e-05
0.84,61,4.1755755230479685e-05
0.84,62,3.368542600960307e-05
0.84,63,2.7174878921323916e-05
0.84,64,2.1922651930305026e-05
0.84,65,1.768554616777786e-05
0.84,66,1.4267365825339742e-05
0.84,67,1.1509834090888547e-05
0.84,68,9.28526464268479e-06
0.84,69,7.490649454666044e-06
0.84,70,6.042889213369193e-06
0.84,71,4.874945532683963e-06
0.84,72,3.932736821740456e-06
0.84,73,3.172634086515522e-06
0.84,74,2.5594407194700893e-06
0.84,75,2.0647627385810606e-06
0.84,76,1.6656940142967373e-06
0.84,77,1.343755606787412e-06
0.84,78,1.0840401013632397e-06
0.84,79,8.745213216806695e-07
0.84,80,7.054974577354423e-07
0.84,81,5.691418231307276e-07
0.84,82,4.5914043970476955e-07
0.84,83,3.7039966803175637e-07
0.84,84,2.9881034571457393e-07
0.84,85,2.410575119390849e-07
0.84,86,1.9446690760607671e-07
0.84,87,1.5688114323543453e-07
0.84,88,1.265598005951515e-07
0.84,89,1.0209884225478727e-07
0.84,90,8.236559731467664e-08
0.84,91,6.64463128166297e-08
0.84,92,5.360384219611329e-08
0.84,93,4.3243511532343796e-08
0.84,94,3.488558302653285e-08
0.84,95,2.8143040624072867e-08
0.84,96,2.270366913916911e-08
0.84,97,1.8315597051817198e-08
0.84,98,1.4775633533038982e-08
0.84,99,1.1919859641601128e-08
0.86,0,0.0005
0.86,1,0.00125957
0.86,2,0.002432576483405972
0.86,3,0.004305779141053681
0.86,4,0.007345838661848439
0.86,5,0.012308438880308083
0.86,6,0.020401756184067137
0.86,7,0.033511460874299986
0.86,8,0.054455894961679546
0.86,9,0.0871231401545782
0.86,10,0.1360687788388816
0.86,11,0.20470727032495217
0.86,12,0.29107336170791737
0.86,13,0.38200488230511453
0.86,14,0.4523572941808639
0.86,15,0.47859689899075564
0.86,16,0.4583418712412873
0.86,17,0.4092115130581094
0.86,18,0.3503844081075571
0.86,19,0.2930821957646374
0.86,20,0.2419328992169173
0.86,21,0.1981573858444722
0.86,22,0.16151722163866292
0.86,23,0.13123667302066316
0.86,24,0.10640478773459403
0.86,25,0.08614199240271782
0.86,26,0.06966247450002128
0.86,27,0.056290750595947875
0.86,28,0.04545859733353504
0.86,29,0.0366942530276731
0.86,30,0.029609334082686414
0.86,31,0.023885906792704303
0.86,32,0.019264732588059035
0.86,33,0.015535027274091156
0.86,34,0.012525757442435935
0.86,35,0.010098357007140964
0.86,36,0.008140694150528299
0.86,37,0.006562108996410545
0.86,38,0.005289352255326693
0.86,39,0.004263273260472559
0.86,40,0.0034361263463291514
0.86,41,0.002769384539809785
0.86,42,0.0022319677444606395
0.86,43,0.0017988085362402686
0.86,44,0.0014496923090467429
0.86,45,0.0011683199651084317
0.86,46,0.0009415508792429825
0.86,47,0.0007587917386999131
0.86,48,0.0006115033248036216
0.86,49,0.0004928025886028211
0.86,50,0.00039714168138409975
0.86,51,0.0003200491044121654
0.86,52,0.00025792098573196884
0.86,53,0.00020785279627925907
0.86,54,0.00016750368294806832
0.86,55,0.00013498710492458583
0.86,56,0.00010878267886572609
0.86,57,8.766512332745572e-05
0.86,58,7.064698795026771e-05
0.86,59,5.6932494604323104e-05
0.86,60,4.5880335432941346e-05
0.86,61,3.697369035894072e-05
0.86,62,2.9796063428540317e-05
0.86,63,2.4011808960290127e-05
0.86,64,1.9350437443705048e-05
0.86,65,1.5593967670070312e-05
0.86,66,1.2566733890278085e-05
0.86,67,1.0127171509656923e-05
0.86,68,8.161197294595277e-06
0.86,69,6.576874593002971e-06
0.86,70,5.30011413812218e-06
0.86,71,4.271209417105854e-06
0.86,72,3.4420446029599455e-06
0.86,73,2.7738444934845007e-06
0.86,74,2.235361242939596e-06
0.86,75,1.801413095557891e-06
0.86,76,1.4517067892585187e-06
0.86,77,1.1698885623323588e-06
0.86,78,9.427793855343378e-07
0.86,79,7.597586566776175e-07
0.86,80,6.122675372376516e-07
0.86,81,4.934087052344558e-07
0.86,82,3.976238073627609e-07
0.86,83,3.204335268014419e-07
0.86,84,2.582281112546463e-07
0.86,85,2.0809856547765297e-07
0.86,86,1.677006141631231e-07
0.86,87,1.3514507353138586e-07
0.86,88,1.089095049434754e-07
0.86,89,8.776701908857031e-08
0.86,90,7.072890132838407e-08
0.86,91,5.6998375115505677e-08
0.86,92,4.593334126554917e-08
0.86,93,3.7016350611685006e-08
0.86,94,2.983040583373782e-08
0.86,95,2.403946085106595e-08
0.86,96,1.937270584661254e-08
0.86,97,1.561190302187752e-08
0.86,98,1.2581180847865192e-08
0.86,99,1.0138809546936504e-08
0.88,0,0.0005
0.88,1,0.00127956
0.88,2,0.002499235126827264
0.88,3,0.004472274997664664
0.88,4,0.007714686475487851
0.88,5,0.01307166027343469
0.88,6,0.021908374274663082
0.88,7,0.03637261143205531
0.88,8,0.059685190224622084
0.88,9,0.09625768605545025
0.88,10,0.15107493435998876
0.88,11,0.22722428196377076
0.88,12,0.3204683776401927
0.88,13,0.41286364370190853
0.88,14,0.47505857643340543
0.88,15,0.4861264723773945
0.88,16,0.4520922541303836
0.88,17,0.3953122899642195
0.88,18,0.3339669948948212
0.88,19,0.2769369042831456
0.88,20,0.22726735278698676
0.88,21,0.18536320107768736
0.88,22,0.15060675725123093
0.88,23,0.1220604754973737
0.88,24,0.09875580531901605
0.88,25,0.07980443630428807
0.88,26,0.06443371883922165
0.88,27,0.05199002756892826
0.88,28,0.041929249928004966
0.88,29,0.03380293257416614
0.88,30,0.027243862053175825
0.88,31,0.021952674788519512
0.88,32,0.01768607660640203
0.88,33,0.014246782392559922
0.88,34,0.011475077873314248
